token,name,expiry,strike,lotsize,instrumenttype,exch_seg,tick_size,call_put
110659,DEEPAKNTR,2024-08-29,2780.0,300,OPTSTK,NFO,5.000000,PE
75779,DEEPAKNTR,2024-08-29,3360.0,300,OPTSTK,NFO,5.000000,PE
110754,DEEPAKNTR,2024-08-29,3240.0,300,OPTSTK,NFO,5.000000,PE
51357,DEEPAKNTR,2024-08-29,3200.0,300,OPTSTK,NFO,5.000000,CE
110663,DEEPAKNTR,2024-08-29,2820.0,300,OPTSTK,NFO,5.000000,PE
110657,DEEPAKNTR,2024-08-29,2740.0,300,OPTSTK,NFO,5.000000,PE
98645,DEEPAKNTR,2024-08-29,2640.0,300,OPTSTK,NFO,5.000000,CE
110655,DEEPAKNTR,2024-08-29,2700.0,300,OPTSTK,NFO,5.000000,PE
84239,DEEPAKNTR,2024-08-29,3160.0,300,OPTSTK,NFO,5.000000,CE
110693,DEEPAKNTR,2024-08-29,3140.0,300,OPTSTK,NFO,5.000000,PE
75776,DEEPAKNTR,2024-08-29,3000.0,300,OPTSTK,NFO,5.000000,CE
98661,DEEPAKNTR,2024-08-29,3120.0,300,OPTSTK,NFO,5.000000,CE
110675,DEEPAKNTR,2024-08-29,3060.0,300,OPTSTK,NFO,5.000000,PE
110748,DEEPAKNTR,2024-08-29,3180.0,300,OPTSTK,NFO,5.000000,PE
98644,DEEPAKNTR,2024-08-29,2600.0,300,OPTSTK,NFO,5.000000,PE
51356,DEEPAKNTR,2024-08-29,2840.0,300,OPTSTK,NFO,5.000000,PE
110692,DEEPAKNTR,2024-08-29,3140.0,300,OPTSTK,NFO,5.000000,CE
98606,DEEPAKNTR,2024-08-29,2400.0,300,OPTSTK,NFO,5.000000,PE
110767,DEEPAKNTR,2024-08-29,3480.0,300,OPTSTK,NFO,5.000000,PE
98653,DEEPAKNTR,2024-08-29,2800.0,300,OPTSTK,NFO,5.000000,CE
110765,DEEPAKNTR,2024-08-29,3400.0,300,OPTSTK,NFO,5.000000,PE
110654,DEEPAKNTR,2024-08-29,2700.0,300,OPTSTK,NFO,5.000000,CE
110752,DEEPAKNTR,2024-08-29,3220.0,300,OPTSTK,NFO,5.000000,PE
110665,DEEPAKNTR,2024-08-29,2860.0,300,OPTSTK,NFO,5.000000,PE
44847,DEEPAKNTR,2024-08-29,3340.0,300,OPTSTK,NFO,5.000000,PE
98642,DEEPAKNTR,2024-08-29,2560.0,300,OPTSTK,NFO,5.000000,PE
110674,DEEPAKNTR,2024-08-29,3060.0,300,OPTSTK,NFO,5.000000,CE
44843,DEEPAKNTR,2024-08-29,3260.0,300,OPTSTK,NFO,5.000000,PE
110668,DEEPAKNTR,2024-08-29,2940.0,300,OPTSTK,NFO,5.000000,CE
110596,DEEPAKNTR,2024-08-29,2300.0,300,OPTSTK,NFO,5.000000,PE
110758,DEEPAKNTR,2024-08-29,3320.0,300,OPTSTK,NFO,5.000000,PE
72589,DEEPAKNTR,2024-08-29,2920.0,300,OPTSTK,NFO,5.000000,PE
98655,DEEPAKNTR,2024-08-29,2880.0,300,OPTSTK,NFO,5.000000,CE
83174,DEEPAKNTR,2024-08-29,3080.0,300,OPTSTK,NFO,5.000000,PE
98650,DEEPAKNTR,2024-08-29,2720.0,300,OPTSTK,NFO,5.000000,PE
110757,DEEPAKNTR,2024-08-29,3320.0,300,OPTSTK,NFO,5.000000,CE
51359,DEEPAKNTR,2024-08-29,3200.0,300,OPTSTK,NFO,5.000000,PE
98657,DEEPAKNTR,2024-08-29,2960.0,300,OPTSTK,NFO,5.000000,CE
98659,DEEPAKNTR,2024-08-29,3040.0,300,OPTSTK,NFO,5.000000,CE
72588,DEEPAKNTR,2024-08-29,2920.0,300,OPTSTK,NFO,5.000000,CE
98643,DEEPAKNTR,2024-08-29,2600.0,300,OPTSTK,NFO,5.000000,CE
98641,DEEPAKNTR,2024-08-29,2560.0,300,OPTSTK,NFO,5.000000,CE
98649,DEEPAKNTR,2024-08-29,2720.0,300,OPTSTK,NFO,5.000000,CE
110753,DEEPAKNTR,2024-08-29,3240.0,300,OPTSTK,NFO,5.000000,CE
98660,DEEPAKNTR,2024-08-29,3040.0,300,OPTSTK,NFO,5.000000,PE
110620,DEEPAKNTR,2024-08-29,2620.0,300,OPTSTK,NFO,5.000000,CE
44842,DEEPAKNTR,2024-08-29,3260.0,300,OPTSTK,NFO,5.000000,CE
98648,DEEPAKNTR,2024-08-29,2680.0,300,OPTSTK,NFO,5.000000,PE
110651,DEEPAKNTR,2024-08-29,2660.0,300,OPTSTK,NFO,5.000000,PE
110670,DEEPAKNTR,2024-08-29,2980.0,300,OPTSTK,NFO,5.000000,CE
110656,DEEPAKNTR,2024-08-29,2740.0,300,OPTSTK,NFO,5.000000,CE
110764,DEEPAKNTR,2024-08-29,3400.0,300,OPTSTK,NFO,5.000000,CE
44846,DEEPAKNTR,2024-08-29,3340.0,300,OPTSTK,NFO,5.000000,CE
110666,DEEPAKNTR,2024-08-29,2900.0,300,OPTSTK,NFO,5.000000,CE
98652,DEEPAKNTR,2024-08-29,2760.0,300,OPTSTK,NFO,5.000000,PE
98656,DEEPAKNTR,2024-08-29,2880.0,300,OPTSTK,NFO,5.000000,PE
110669,DEEPAKNTR,2024-08-29,2940.0,300,OPTSTK,NFO,5.000000,PE
98681,DEEPAKNTR,2024-08-29,3120.0,300,OPTSTK,NFO,5.000000,PE
110664,DEEPAKNTR,2024-08-29,2860.0,300,OPTSTK,NFO,5.000000,CE
110747,DEEPAKNTR,2024-08-29,3180.0,300,OPTSTK,NFO,5.000000,CE
110690,DEEPAKNTR,2024-08-29,3100.0,300,OPTSTK,NFO,5.000000,CE
84240,DEEPAKNTR,2024-08-29,3160.0,300,OPTSTK,NFO,5.000000,PE
83175,DEEPAKNTR,2024-08-29,3440.0,300,OPTSTK,NFO,5.000000,CE
110609,DEEPAKNTR,2024-08-29,2460.0,300,OPTSTK,NFO,5.000000,PE
110673,DEEPAKNTR,2024-08-29,3020.0,300,OPTSTK,NFO,5.000000,PE
110672,DEEPAKNTR,2024-08-29,3020.0,300,OPTSTK,NFO,5.000000,CE
37298,DEEPAKNTR,2024-08-29,3280.0,300,OPTSTK,NFO,5.000000,PE
110614,DEEPAKNTR,2024-08-29,2500.0,300,OPTSTK,NFO,5.000000,CE
44845,DEEPAKNTR,2024-08-29,3300.0,300,OPTSTK,NFO,5.000000,PE
98654,DEEPAKNTR,2024-08-29,2800.0,300,OPTSTK,NFO,5.000000,PE
51355,DEEPAKNTR,2024-08-29,2840.0,300,OPTSTK,NFO,5.000000,CE
110751,DEEPAKNTR,2024-08-29,3220.0,300,OPTSTK,NFO,5.000000,CE
44844,DEEPAKNTR,2024-08-29,3300.0,300,OPTSTK,NFO,5.000000,CE
35364,DIVISLAB,2024-09-26,-0.01,200,FUTSTK,NFO,5.000000,DIVISLABSEPFUT
46839,DIVISLAB,2024-08-29,-0.01,200,FUTSTK,NFO,5.000000,DIVISLABAUGFUT
112087,DIVISLAB,2024-08-29,5350.0,200,OPTSTK,NFO,5.000000,PE
112095,DIVISLAB,2024-08-29,5450.0,200,OPTSTK,NFO,5.000000,PE
111986,DIVISLAB,2024-08-29,4500.0,200,OPTSTK,NFO,5.000000,CE
111911,DIVISLAB,2024-08-29,4100.0,200,OPTSTK,NFO,5.000000,CE
99207,DIVISLAB,2024-08-29,4000.0,200,OPTSTK,NFO,5.000000,CE
111988,DIVISLAB,2024-08-29,4550.0,200,OPTSTK,NFO,5.000000,CE
99221,DIVISLAB,2024-08-29,4200.0,200,OPTSTK,NFO,5.000000,CE
111983,DIVISLAB,2024-08-29,4350.0,200,OPTSTK,NFO,5.000000,PE
112008,DIVISLAB,2024-08-29,5150.0,200,OPTSTK,NFO,5.000000,CE
99434,DIVISLAB,2024-08-29,5600.0,200,OPTSTK,NFO,5.000000,CE
112007,DIVISLAB,2024-08-29,5100.0,200,OPTSTK,NFO,5.000000,PE
112068,DIVISLAB,2024-08-29,5150.0,200,OPTSTK,NFO,5.000000,PE
112092,DIVISLAB,2024-08-29,5450.0,200,OPTSTK,NFO,5.000000,CE
99380,DIVISLAB,2024-08-29,4800.0,200,OPTSTK,NFO,5.000000,PE
111992,DIVISLAB,2024-08-29,4700.0,200,OPTSTK,NFO,5.000000,CE
112075,DIVISLAB,2024-08-29,5250.0,200,OPTSTK,NFO,5.000000,PE
99379,DIVISLAB,2024-08-29,4800.0,200,OPTSTK,NFO,5.000000,CE
112108,DIVISLAB,2024-08-29,5700.0,200,OPTSTK,NFO,5.000000,CE
112088,DIVISLAB,2024-08-29,5400.0,200,OPTSTK,NFO,5.000000,CE
112069,DIVISLAB,2024-08-29,5250.0,200,OPTSTK,NFO,5.000000,CE
112096,DIVISLAB,2024-08-29,5500.0,200,OPTSTK,NFO,5.000000,CE
112099,DIVISLAB,2024-08-29,5500.0,200,OPTSTK,NFO,5.000000,PE
99241,DIVISLAB,2024-08-29,4200.0,200,OPTSTK,NFO,5.000000,PE
99435,DIVISLAB,2024-08-29,5600.0,200,OPTSTK,NFO,5.000000,PE
111993,DIVISLAB,2024-08-29,4700.0,200,OPTSTK,NFO,5.000000,PE
112084,DIVISLAB,2024-08-29,5350.0,200,OPTSTK,NFO,5.000000,CE
112000,DIVISLAB,2024-08-29,4950.0,200,OPTSTK,NFO,5.000000,CE
111981,DIVISLAB,2024-08-29,4300.0,200,OPTSTK,NFO,5.000000,PE
99416,DIVISLAB,2024-08-29,5200.0,200,OPTSTK,NFO,5.000000,CE
111918,DIVISLAB,2024-08-29,4150.0,200,OPTSTK,NFO,5.000000,PE
112002,DIVISLAB,2024-08-29,5050.0,200,OPTSTK,NFO,5.000000,CE
99309,DIVISLAB,2024-08-29,4600.0,200,OPTSTK,NFO,5.000000,PE
111982,DIVISLAB,2024-08-29,4350.0,200,OPTSTK,NFO,5.000000,CE
111910,DIVISLAB,2024-08-29,4050.0,200,OPTSTK,NFO,5.000000,PE
111998,DIVISLAB,2024-08-29,4900.0,200,OPTSTK,NFO,5.000000,CE
111994,DIVISLAB,2024-08-29,4750.0,200,OPTSTK,NFO,5.000000,CE
111987,DIVISLAB,2024-08-29,4500.0,200,OPTSTK,NFO,5.000000,PE
111999,DIVISLAB,2024-08-29,4900.0,200,OPTSTK,NFO,5.000000,PE
99396,DIVISLAB,2024-08-29,5000.0,200,OPTSTK,NFO,5.000000,PE
111980,DIVISLAB,2024-08-29,4300.0,200,OPTSTK,NFO,5.000000,CE
111914,DIVISLAB,2024-08-29,4100.0,200,OPTSTK,NFO,5.000000,PE
112001,DIVISLAB,2024-08-29,4950.0,200,OPTSTK,NFO,5.000000,PE
99417,DIVISLAB,2024-08-29,5200.0,200,OPTSTK,NFO,5.000000,PE
111996,DIVISLAB,2024-08-29,4850.0,200,OPTSTK,NFO,5.000000,CE
112003,DIVISLAB,2024-08-29,5050.0,200,OPTSTK,NFO,5.000000,PE
99196,DIVISLAB,2024-08-29,3800.0,200,OPTSTK,NFO,5.000000,CE
112004,DIVISLAB,2024-08-29,5100.0,200,OPTSTK,NFO,5.000000,CE
111990,DIVISLAB,2024-08-29,4650.0,200,OPTSTK,NFO,5.000000,CE
111997,DIVISLAB,2024-08-29,4850.0,200,OPTSTK,NFO,5.000000,PE
99308,DIVISLAB,2024-08-29,4600.0,200,OPTSTK,NFO,5.000000,CE
111991,DIVISLAB,2024-08-29,4650.0,200,OPTSTK,NFO,5.000000,PE
99208,DIVISLAB,2024-08-29,4000.0,200,OPTSTK,NFO,5.000000,PE
111979,DIVISLAB,2024-08-29,4250.0,200,OPTSTK,NFO,5.000000,PE
112091,DIVISLAB,2024-08-29,5400.0,200,OPTSTK,NFO,5.000000,PE
111984,DIVISLAB,2024-08-29,4450.0,200,OPTSTK,NFO,5.000000,CE
111995,DIVISLAB,2024-08-29,4750.0,200,OPTSTK,NFO,5.000000,PE
111919,DIVISLAB,2024-08-29,4250.0,200,OPTSTK,NFO,5.000000,CE
111985,DIVISLAB,2024-08-29,4450.0,200,OPTSTK,NFO,5.000000,PE
112083,DIVISLAB,2024-08-29,5300.0,200,OPTSTK,NFO,5.000000,PE
99258,DIVISLAB,2024-08-29,4400.0,200,OPTSTK,NFO,5.000000,CE
111989,DIVISLAB,2024-08-29,4550.0,200,OPTSTK,NFO,5.000000,PE
112113,DIVISLAB,2024-08-29,5700.0,200,OPTSTK,NFO,5.000000,PE
99383,DIVISLAB,2024-08-29,4880.0,200,OPTSTK,NFO,5.000000,CE
99395,DIVISLAB,2024-08-29,5000.0,200,OPTSTK,NFO,5.000000,CE
99261,DIVISLAB,2024-08-29,4400.0,200,OPTSTK,NFO,5.000000,PE
112082,DIVISLAB,2024-08-29,5300.0,200,OPTSTK,NFO,5.000000,CE
46840,DIXON,2024-08-29,-0.01,100,FUTSTK,NFO,5.000000,DIXONAUGFUT
35365,DIXON,2024-09-26,-0.01,100,FUTSTK,NFO,5.000000,DIXONSEPFUT
75827,DIXON,2024-08-29,13000.0,100,OPTSTK,NFO,5.000000,CE
99721,DIXON,2024-08-29,11200.0,100,OPTSTK,NFO,5.000000,PE
99791,DIXON,2024-08-29,12800.0,100,OPTSTK,NFO,5.000000,CE
112806,DIXON,2024-08-29,11900.0,100,OPTSTK,NFO,5.000000,CE
99698,DIXON,2024-08-29,9800.0,100,OPTSTK,NFO,5.000000,CE
112804,DIXON,2024-08-29,11700.0,100,OPTSTK,NFO,5.000000,CE
112835,DIXON,2024-08-29,13900.0,100,OPTSTK,NFO,5.000000,CE
99789,DIXON,2024-08-29,12400.0,100,OPTSTK,NFO,5.000000,CE
112812,DIXON,2024-08-29,12500.0,100,OPTSTK,NFO,5.000000,CE
112779,DIXON,2024-08-29,10500.0,100,OPTSTK,NFO,5.000000,PE
99701,DIXON,2024-08-29,10000.0,100,OPTSTK,NFO,5.000000,PE
99730,DIXON,2024-08-29,11800.0,100,OPTSTK,NFO,5.000000,CE
74758,DIXON,2024-08-29,14000.0,100,OPTSTK,NFO,5.000000,PE
112838,DIXON,2024-08-29,14100.0,100,OPTSTK,NFO,5.000000,PE
79671,DIXON,2024-08-29,13400.0,100,OPTSTK,NFO,5.000000,CE
112817,DIXON,2024-08-29,12900.0,100,OPTSTK,NFO,5.000000,PE
112718,DIXON,2024-08-29,9500.0,100,OPTSTK,NFO,5.000000,PE
112808,DIXON,2024-08-29,12100.0,100,OPTSTK,NFO,5.000000,CE
112783,DIXON,2024-08-29,10700.0,100,OPTSTK,NFO,5.000000,PE
112716,DIXON,2024-08-29,9300.0,100,OPTSTK,NFO,5.000000,PE
51446,DIXON,2024-08-29,12200.0,100,OPTSTK,NFO,5.000000,CE
74756,DIXON,2024-08-29,14000.0,100,OPTSTK,NFO,5.000000,CE
112799,DIXON,2024-08-29,11100.0,100,OPTSTK,NFO,5.000000,PE
99705,DIXON,2024-08-29,10400.0,100,OPTSTK,NFO,5.000000,PE
99787,DIXON,2024-08-29,12000.0,100,OPTSTK,NFO,5.000000,CE
112810,DIXON,2024-08-29,12300.0,100,OPTSTK,NFO,5.000000,CE
99704,DIXON,2024-08-29,10400.0,100,OPTSTK,NFO,5.000000,CE
112721,DIXON,2024-08-29,9900.0,100,OPTSTK,NFO,5.000000,CE
99725,DIXON,2024-08-29,11400.0,100,OPTSTK,NFO,5.000000,PE
112829,DIXON,2024-08-29,13700.0,100,OPTSTK,NFO,5.000000,CE
73807,DIXON,2024-08-29,12600.0,100,OPTSTK,NFO,5.000000,PE
112811,DIXON,2024-08-29,12300.0,100,OPTSTK,NFO,5.000000,PE
99717,DIXON,2024-08-29,11000.0,100,OPTSTK,NFO,5.000000,PE
99699,DIXON,2024-08-29,9800.0,100,OPTSTK,NFO,5.000000,PE
99726,DIXON,2024-08-29,11600.0,100,OPTSTK,NFO,5.000000,CE
112814,DIXON,2024-08-29,12700.0,100,OPTSTK,NFO,5.000000,CE
99722,DIXON,2024-08-29,11400.0,100,OPTSTK,NFO,5.000000,CE
112819,DIXON,2024-08-29,13100.0,100,OPTSTK,NFO,5.000000,PE
112784,DIXON,2024-08-29,10900.0,100,OPTSTK,NFO,5.000000,CE
112837,DIXON,2024-08-29,14100.0,100,OPTSTK,NFO,5.000000,CE
99788,DIXON,2024-08-29,12000.0,100,OPTSTK,NFO,5.000000,PE
99733,DIXON,2024-08-29,11800.0,100,OPTSTK,NFO,5.000000,PE
99697,DIXON,2024-08-29,9600.0,100,OPTSTK,NFO,5.000000,PE
99790,DIXON,2024-08-29,12400.0,100,OPTSTK,NFO,5.000000,PE
112803,DIXON,2024-08-29,11500.0,100,OPTSTK,NFO,5.000000,PE
112719,DIXON,2024-08-29,9700.0,100,OPTSTK,NFO,5.000000,CE
112839,DIXON,2024-08-29,14200.0,100,OPTSTK,NFO,5.000000,CE
99713,DIXON,2024-08-29,10800.0,100,OPTSTK,NFO,5.000000,PE
81071,DIXON,2024-08-29,13800.0,100,OPTSTK,NFO,5.000000,CE
112800,DIXON,2024-08-29,11300.0,100,OPTSTK,NFO,5.000000,CE
51463,DIXON,2024-08-29,13600.0,100,OPTSTK,NFO,5.000000,CE
99706,DIXON,2024-08-29,10600.0,100,OPTSTK,NFO,5.000000,CE
99714,DIXON,2024-08-29,11000.0,100,OPTSTK,NFO,5.000000,CE
112847,DIXON,2024-08-29,14200.0,100,OPTSTK,NFO,5.000000,PE
112830,DIXON,2024-08-29,13700.0,100,OPTSTK,NFO,5.000000,PE
112816,DIXON,2024-08-29,12900.0,100,OPTSTK,NFO,5.000000,CE
112809,DIXON,2024-08-29,12100.0,100,OPTSTK,NFO,5.000000,PE
79672,DIXON,2024-08-29,13400.0,100,OPTSTK,NFO,5.000000,PE
99709,DIXON,2024-08-29,10600.0,100,OPTSTK,NFO,5.000000,PE
112801,DIXON,2024-08-29,11300.0,100,OPTSTK,NFO,5.000000,PE
112849,DIXON,2024-08-29,14300.0,100,OPTSTK,NFO,5.000000,CE
99729,DIXON,2024-08-29,11600.0,100,OPTSTK,NFO,5.000000,PE
99695,DIXON,2024-08-29,9400.0,100,OPTSTK,NFO,5.000000,PE
99700,DIXON,2024-08-29,10000.0,100,OPTSTK,NFO,5.000000,CE
112807,DIXON,2024-08-29,11900.0,100,OPTSTK,NFO,5.000000,PE
99718,DIXON,2024-08-29,11200.0,100,OPTSTK,NFO,5.000000,CE
112717,DIXON,2024-08-29,9500.0,100,OPTSTK,NFO,5.000000,CE
112715,DIXON,2024-08-29,9300.0,100,OPTSTK,NFO,5.000000,CE
99694,DIXON,2024-08-29,9400.0,100,OPTSTK,NFO,5.000000,CE
81072,DIXON,2024-08-29,13800.0,100,OPTSTK,NFO,5.000000,PE
51464,DIXON,2024-08-29,13600.0,100,OPTSTK,NFO,5.000000,PE
51462,DIXON,2024-08-29,13200.0,100,OPTSTK,NFO,5.000000,PE
99696,DIXON,2024-08-29,9600.0,100,OPTSTK,NFO,5.000000,CE
112850,DIXON,2024-08-29,14300.0,100,OPTSTK,NFO,5.000000,PE
112820,DIXON,2024-08-29,13300.0,100,OPTSTK,NFO,5.000000,CE
112813,DIXON,2024-08-29,12500.0,100,OPTSTK,NFO,5.000000,PE
99792,DIXON,2024-08-29,12800.0,100,OPTSTK,NFO,5.000000,PE
99702,DIXON,2024-08-29,10200.0,100,OPTSTK,NFO,5.000000,CE
112836,DIXON,2024-08-29,13900.0,100,OPTSTK,NFO,5.000000,PE
99703,DIXON,2024-08-29,10200.0,100,OPTSTK,NFO,5.000000,PE
112805,DIXON,2024-08-29,11700.0,100,OPTSTK,NFO,5.000000,PE
112768,DIXON,2024-08-29,10100.0,100,OPTSTK,NFO,5.000000,PE
112770,DIXON,2024-08-29,10300.0,100,OPTSTK,NFO,5.000000,PE
51456,DIXON,2024-08-29,13200.0,100,OPTSTK,NFO,5.000000,CE
112828,DIXON,2024-08-29,13500.0,100,OPTSTK,NFO,5.000000,PE
112794,DIXON,2024-08-29,10900.0,100,OPTSTK,NFO,5.000000,PE
112780,DIXON,2024-08-29,10700.0,100,OPTSTK,NFO,5.000000,CE
112815,DIXON,2024-08-29,12700.0,100,OPTSTK,NFO,5.000000,PE
112720,DIXON,2024-08-29,9700.0,100,OPTSTK,NFO,5.000000,PE
112766,DIXON,2024-08-29,9900.0,100,OPTSTK,NFO,5.000000,PE
112818,DIXON,2024-08-29,13100.0,100,OPTSTK,NFO,5.000000,CE
112769,DIXON,2024-08-29,10300.0,100,OPTSTK,NFO,5.000000,CE
112821,DIXON,2024-08-29,13300.0,100,OPTSTK,NFO,5.000000,PE
73806,DIXON,2024-08-29,12600.0,100,OPTSTK,NFO,5.000000,CE
99710,DIXON,2024-08-29,10800.0,100,OPTSTK,NFO,5.000000,CE
75828,DIXON,2024-08-29,13000.0,100,OPTSTK,NFO,5.000000,PE
99684,DIXON,2024-08-29,8600.0,100,OPTSTK,NFO,5.000000,CE
112795,DIXON,2024-08-29,11100.0,100,OPTSTK,NFO,5.000000,CE
112767,DIXON,2024-08-29,10100.0,100,OPTSTK,NFO,5.000000,CE
112822,DIXON,2024-08-29,13500.0,100,OPTSTK,NFO,5.000000,CE
112771,DIXON,2024-08-29,10500.0,100,OPTSTK,NFO,5.000000,CE
112802,DIXON,2024-08-29,11500.0,100,OPTSTK,NFO,5.000000,CE
51454,DIXON,2024-08-29,12200.0,100,OPTSTK,NFO,5.000000,PE
35366,DLF,2024-09-26,-0.01,825,FUTSTK,NFO,5.000000,DLFSEPFUT
46843,DLF,2024-08-29,-0.01,825,FUTSTK,NFO,5.000000,DLFAUGFUT
100185,DLF,2024-08-29,1000.0,825,OPTSTK,NFO,5.000000,CE
113408,DLF,2024-08-29,870.0,825,OPTSTK,NFO,5.000000,CE
100186,DLF,2024-08-29,1000.0,825,OPTSTK,NFO,5.000000,PE
100089,DLF,2024-08-29,680.0,825,OPTSTK,NFO,5.000000,CE
113395,DLF,2024-08-29,770.0,825,OPTSTK,NFO,5.000000,PE
113437,DLF,2024-08-29,990.0,825,OPTSTK,NFO,5.000000,CE
113338,DLF,2024-08-29,750.0,825,OPTSTK,NFO,5.000000,CE
100108,DLF,2024-08-29,740.0,825,OPTSTK,NFO,5.000000,CE
100113,DLF,2024-08-29,740.0,825,OPTSTK,NFO,5.000000,PE
113330,DLF,2024-08-29,710.0,825,OPTSTK,NFO,5.000000,CE
113331,DLF,2024-08-29,710.0,825,OPTSTK,NFO,5.000000,PE
100178,DLF,2024-08-29,960.0,825,OPTSTK,NFO,5.000000,PE
113406,DLF,2024-08-29,850.0,825,OPTSTK,NFO,5.000000,CE
113417,DLF,2024-08-29,930.0,825,OPTSTK,NFO,5.000000,PE
100090,DLF,2024-08-29,680.0,825,OPTSTK,NFO,5.000000,PE
113326,DLF,2024-08-29,690.0,825,OPTSTK,NFO,5.000000,CE
100093,DLF,2024-08-29,720.0,825,OPTSTK,NFO,5.000000,CE
100188,DLF,2024-08-29,1020.0,825,OPTSTK,NFO,5.000000,PE
113327,DLF,2024-08-29,690.0,825,OPTSTK,NFO,5.000000,PE
113333,DLF,2024-08-29,730.0,825,OPTSTK,NFO,5.000000,PE
100114,DLF,2024-08-29,760.0,825,OPTSTK,NFO,5.000000,CE
100107,DLF,2024-08-29,720.0,825,OPTSTK,NFO,5.000000,PE
100142,DLF,2024-08-29,880.0,825,OPTSTK,NFO,5.000000,CE
100092,DLF,2024-08-29,700.0,825,OPTSTK,NFO,5.000000,PE
113403,DLF,2024-08-29,810.0,825,OPTSTK,NFO,5.000000,PE
100150,DLF,2024-08-29,920.0,825,OPTSTK,NFO,5.000000,CE
113399,DLF,2024-08-29,790.0,825,OPTSTK,NFO,5.000000,PE
113410,DLF,2024-08-29,890.0,825,OPTSTK,NFO,5.000000,CE
100091,DLF,2024-08-29,700.0,825,OPTSTK,NFO,5.000000,CE
100130,DLF,2024-08-29,840.0,825,OPTSTK,NFO,5.000000,CE
113438,DLF,2024-08-29,990.0,825,OPTSTK,NFO,5.000000,PE
100141,DLF,2024-08-29,860.0,825,OPTSTK,NFO,5.000000,PE
113339,DLF,2024-08-29,750.0,825,OPTSTK,NFO,5.000000,PE
113404,DLF,2024-08-29,830.0,825,OPTSTK,NFO,5.000000,CE
113435,DLF,2024-08-29,970.0,825,OPTSTK,NFO,5.000000,CE
113418,DLF,2024-08-29,950.0,825,OPTSTK,NFO,5.000000,CE
100088,DLF,2024-08-29,660.0,825,OPTSTK,NFO,5.000000,PE
113405,DLF,2024-08-29,830.0,825,OPTSTK,NFO,5.000000,PE
100149,DLF,2024-08-29,900.0,825,OPTSTK,NFO,5.000000,PE
113332,DLF,2024-08-29,730.0,825,OPTSTK,NFO,5.000000,CE
113407,DLF,2024-08-29,850.0,825,OPTSTK,NFO,5.000000,PE
100153,DLF,2024-08-29,920.0,825,OPTSTK,NFO,5.000000,PE
100125,DLF,2024-08-29,800.0,825,OPTSTK,NFO,5.000000,PE
100177,DLF,2024-08-29,960.0,825,OPTSTK,NFO,5.000000,CE
100122,DLF,2024-08-29,800.0,825,OPTSTK,NFO,5.000000,CE
113436,DLF,2024-08-29,970.0,825,OPTSTK,NFO,5.000000,PE
100154,DLF,2024-08-29,940.0,825,OPTSTK,NFO,5.000000,CE
100129,DLF,2024-08-29,820.0,825,OPTSTK,NFO,5.000000,PE
100146,DLF,2024-08-29,900.0,825,OPTSTK,NFO,5.000000,CE
113392,DLF,2024-08-29,770.0,825,OPTSTK,NFO,5.000000,CE
100145,DLF,2024-08-29,880.0,825,OPTSTK,NFO,5.000000,PE
113402,DLF,2024-08-29,810.0,825,OPTSTK,NFO,5.000000,CE
100157,DLF,2024-08-29,940.0,825,OPTSTK,NFO,5.000000,PE
113412,DLF,2024-08-29,910.0,825,OPTSTK,NFO,5.000000,CE
113419,DLF,2024-08-29,950.0,825,OPTSTK,NFO,5.000000,PE
100117,DLF,2024-08-29,760.0,825,OPTSTK,NFO,5.000000,PE
113411,DLF,2024-08-29,890.0,825,OPTSTK,NFO,5.000000,PE
100187,DLF,2024-08-29,1020.0,825,OPTSTK,NFO,5.000000,CE
100121,DLF,2024-08-29,780.0,825,OPTSTK,NFO,5.000000,PE
113409,DLF,2024-08-29,870.0,825,OPTSTK,NFO,5.000000,PE
113413,DLF,2024-08-29,910.0,825,OPTSTK,NFO,5.000000,PE
100118,DLF,2024-08-29,780.0,825,OPTSTK,NFO,5.000000,CE
100133,DLF,2024-08-29,840.0,825,OPTSTK,NFO,5.000000,PE
113416,DLF,2024-08-29,930.0,825,OPTSTK,NFO,5.000000,CE
100179,DLF,2024-08-29,980.0,825,OPTSTK,NFO,5.000000,CE
100126,DLF,2024-08-29,820.0,825,OPTSTK,NFO,5.000000,CE
100134,DLF,2024-08-29,860.0,825,OPTSTK,NFO,5.000000,CE
113396,DLF,2024-08-29,790.0,825,OPTSTK,NFO,5.000000,CE
100180,DLF,2024-08-29,980.0,825,OPTSTK,NFO,5.000000,PE
46844,DRREDDY,2024-08-29,-0.01,125,FUTSTK,NFO,5.000000,DRREDDYAUGFUT
35370,DRREDDY,2024-09-26,-0.01,125,FUTSTK,NFO,5.000000,DRREDDYSEPFUT
100535,DRREDDY,2024-08-29,7000.0,125,OPTSTK,NFO,5.000000,CE
114430,DRREDDY,2024-08-29,6250.0,125,OPTSTK,NFO,5.000000,PE
114486,DRREDDY,2024-08-29,7550.0,125,OPTSTK,NFO,5.000000,CE
114484,DRREDDY,2024-08-29,7450.0,125,OPTSTK,NFO,5.000000,CE
114429,DRREDDY,2024-08-29,6250.0,125,OPTSTK,NFO,5.000000,CE
38992,DRREDDY,2024-08-29,7900.0,125,OPTSTK,NFO,5.000000,CE
100520,DRREDDY,2024-08-29,6200.0,125,OPTSTK,NFO,5.000000,PE
100542,DRREDDY,2024-08-29,7300.0,125,OPTSTK,NFO,5.000000,PE
